iter	RMSE
528	0.03122321955
529	0.03118893744
530	0.03110663936
531	0.03110043528
532	0.03104458585
533	0.03099614116
534	0.0309543914
535	0.03090832552
536	0.03085940103
537	0.0308145757
538	0.03077484182
539	0.03072261894
540	0.03065352191
541	0.03065021208
542	0.03058693962
543	0.03052589058
544	0.03048174211
545	0.03045467053
546	0.03037873616
547	0.03032795493
548	0.03027032016
549	0.03023847614
550	0.03017798425
551	0.03008580618
552	0.03004465313
553	0.03000712137
554	0.02995270711
555	0.02992600612
556	0.02988007531
557	0.02978676157
558	0.02975950064
559	0.02970955404
560	0.0296279138
561	0.02955053759
562	0.02947628817
563	0.02942353053
564	0.02935819253
565	0.02926996922
566	0.02919308437
567	0.02916083486
568	0.02911431084
569	0.02906893995
570	0.02902822579
571	0.0290017709
572	0.02895435035
573	0.02891039696
574	0.02884567603
575	0.02882728394
576	0.02877231368
577	0.02873535251
578	0.02870323445
579	0.02864149882
580	0.02860410109
581	0.02855579206
582	0.02850690104
583	0.02846500986
584	0.02841561933
585	0.02839558207
586	0.02839205957
587	0.02838964247
588	0.02836028057
589	0.02835800562
590	0.02834337062
591	0.02831530966
592	0.0283120691
593	0.0282299331
594	0.02818446461
595	0.02813924948
596	0.02807123004
597	0.02801855089
598	0.02797445064
599	0.02790884456
600	0.02783395927
601	0.02774995628
602	0.02771866401
603	0.0276865005
604	0.02768039235
605	0.02764153583
606	0.02760962641
607	0.02760752715
608	0.02757704168
609	0.02756064555
610	0.02752124967
611	0.02751425741
612	0.02749405603
613	0.02742182732
614	0.02735708648
615	0.0273166069
616	0.02726003979
617	0.02721720535
618	0.02718942382
619	0.02715919805
620	0.02712456647
621	0.02707885968
622	0.02702220914
623	0.02699441652
624	0.02695988454
625	0.02692266281
626	0.02685915894
627	0.02680655744
628	0.02674320064
629	0.02670194711
630	0.02669980042
631	0.02668494462
632	0.02664899194
633	0.02659379446
634	0.026532725146635	0.026483938836636	0.026460223326637	0.026426298663638	0.0263701639
639	0.02630101471
640	0.026269933796641	0.026217860936642	0.026173956816643	0.026139125536644	0.02609723631
645	0.026069104416646	0.026028895666647	0.02599580496648	0.02712949072
649	0.02705064124
650	0.02702079951
651	0.02698356121
652	0.02695432371
653	0.02580965832
654	0.02578993269
655	0.02682939828
656	0.02676546194
657	0.02568232583
658	0.02568050614
659	0.02563003624
660	0.0255983245
661	0.02557718885
662	0.02554737726
663	0.02554550781
664	0.02554379917
665	0.02551689418
666	0.02549080601
667	0.0254892553
668	0.02548763922
669	0.02545670646
670	0.02542820265
671	0.02537708349
672	0.02534277256
673	0.02530699465
674	0.02526175389
675	0.02519516421
676	0.02514766077
677	0.02510149213
678	0.02509628549
679	0.02507658726
680	0.02506094851
681	0.02504159121
682	0.02502247781
683	0.02497985492
684	0.0249488278
685	0.02491413611
686	0.024892842
687	0.02483980764
688	0.02481030819
689	0.0247812651
690	0.02474674103
691	0.02471308272
692	0.02468150426
693	0.02464783329
694	0.02460714538
695	0.02456801655
696	0.0245404346
697	0.02452968896
698	0.02449240238
699	0.02446702656
700	0.02443009786
701	0.02442006894
702	0.02439004798
703	0.02438299659
704	0.02437523349
705	0.02434809652
706	0.0243162824
707	0.02429329634
708	0.02425958782
709	0.02422847917
710	0.02418237315
711	0.02415556569
712	0.02411273675
713	0.02408803167
714	0.02402716612
715	0.02401173398
716	0.02396688537
717	0.02392871778
718	0.02390609251
719	0.02387260329
7720	0.024530424947721	0.02451576852722	0.02381511923
723	0.02378532491
724	0.02374517648
725	0.02372590636
726	0.02372252651
727	0.02370025773
728	0.02366406253
729	0.02362039119
730	0.02358910363
731	0.02357218549
732	0.02351895614
733	0.02347975407
734	0.02346257517
735	0.02343379242
736	0.02339878243
737	0.02334939993
738	0.02331245948
739	0.02330221911
740	0.02329262678
741	0.0232676387
742	0.02325437989
743	0.02321281806
744	0.02320332962
745	0.0231671883
746	0.02314741197
747	0.02312424169
748	0.0231132123
749	0.023074717
750	0.02304799017
751	0.02302880587
752	0.02302759219
753	0.02301986309
754	0.02298866777
755	0.02295124474
756	0.0229111254
757	0.02289328121
758	0.02287118116
759	0.02283203626
760	0.0227964673
761	0.0227608731
762	0.02271177055
763	0.02268752723
764	0.02264376732
765	0.02262675525
766	0.02260065567
767	0.02258723333
768	0.02256748552
769	0.022771	0.027770	0.022772	0.027771	0.02245706886
772	0.02774	0.0276773	0.02775	0.027774	0.022776	0.027775	0.022777	0.027776	0.022778	0.02752699703
779	0.0275042622
780	0.02749547387
781	0.02743452639
782	0.02742397989
783	0.02738685679
784	0.02737037098
785	0.02735185742
786	0.02734486379
787	0.02731766247
788	0.02726963538
789	0.02725187842
790	0.02720358031
791	0.02719879397
792	0.02715205262
793	0.0271269013
794	0.02711200366
795	0.0270989578
796	0.02707215681
797	0.02704610378
798	0.02702744738
799	0.0269856072
800	0.02693802033
801	0.02690348693
802	0.02685935564
803	0.02683180514
804	0.02680625024
805	0.02679858307
806	0.02676754898
807	0.02672156929
808	0.0266834746
809	0.02662996137
810	0.02661413147
811	0.02657984068
812	0.0265592826
813	0.02653601076
814	0.0264918231
815	0.02646329248
816	0.02642850693
817	0.02639347675
818	0.02637172361
819	0.02635090094
820	0.02634411576
821	0.02633736201
822	0.02631071824
823	0.02630253637
824	0.02627844708
825	0.02623542122
826	0.02618776921
827	0.02618094216
828	0.02617431431
829	0.02613388945
830	0.02611727483
831	0.02610243892
832	0.02605045482
833	0.02601962825
834	0.02599807232
835	0.02598350686
836	0.02595302132
837	0.02591297799
838	0.02590691496
839	0.02585520607
840	0.02580905297
841	0.02579367002
842	0.02577858037
843	0.02576860522
844	0.02575397752
845	0.02574622363
846	0.02571526426
847	0.02570662198
848	0.02567200039
849	0.02561561021
850	0.02560984706
851	0.02559982302
852	0.0255851	0.02853	0.0255852	0.02854	0.0255468372
855	0.02551854	0.0856	0.02549855	0.0857	0.02547856	0.0858	0.02544774472
859	0.02543858	0.0860	0.02539859	0.02041236068
860	0.02038893178
861	0.02036625413
862	0.02033171224
863	0.02030597684
864	0.02027625466
865	0.02025836821
866	0.02022868906
867	0.02022751573
868	0.02019974316
869	0.02017595154
870	0.02016035963
871	0.02014784847
872	0.02013629467
873	0.0201154101
874	0.02009428798
875	0.02006359966
876	0.02005271752
877	0.02001362769
878	0.01998075125
879	0.01996332027
880	0.01991840968
881	0.01989912368
882	0.01987986554
883	0.01987531774
884	0.01984901198
885	0.01981656911
886	0.01979047941
887	0.01976792561
888	0.01973780494
889	0.01970746368
890	0.01969219945
891	0.01968009634
892	0.01966075959
893	0.01963193976
894	0.01961868992
895	0.0195954612
896	0.01956664057
897	0.01956242559
898	0.01954453658
899	0.01953924579
900	0.01951807326
901	0.01951122351
902	0.01949975652
903	0.01947789427
904	0.01947705649
905	0.01946082596
906	0.01943476862
907	0.01943394931
908	0.0194075359
909	0.01938448649
910	0.01936869831
911	0.0193431127
912	0.01932286077
913	0.01931080472
914	0.01929826785
915	0.01927864809
916	0.01926764902
917	0.01924399577
918	0.01923821574
919	0.01921979194
920	0.01918783898
921	0.01917785535
922	0.01915966779
923	0.01913757162
924	0.01912925449
925	0.01911132679
926	0.01908124386
927	0.01906052413
928	0.01904517474
929	0.01901881158
930	0.01900057863
931	0.01896588542
932	0.01895000866
933	0.01893588057
934	0.01892905302
935	0.01891662063
936	0.01887699858
937	0.01887146331
938	0.01883705407
939	0.01882386191
940	0.01879799238
941	0.01879728473
942	0.01878834
943	0.01875844879
944	0.01873755404
945	0.01871480158
946	0.01868432151
947	0.01866636634
948	0.01863973903
949	0.01862317199
950	0.01861410512
951	0.01859034501
952	0.01858236804
953	0.01855494987
954	0.01853938606
955	0.0185319336
956	0.01850675532
957	0.01849349759
958	0.01847776221
959	0.0184615126
960	0.0184411129
961	0.01841149596
962	0.01837933129
963	0.01834343967
964	0.01834276975
965	0.01831739779
966	0.01829545093
967	0.01829479832
968	0.01827823444
969	0.01826560275
970	0.01826496861
971	0.01824713383
972	0.01822846112
973	0.01820588796
974	0.0181864315
975	0.01817057703
976	0.01814430633
977	0.01812667699
978	0.01810553879
979	0.01809101078
980	0.01806096272
981	0.01804723096
982	0.01802429789
983	0.01801448936
984	0.01801393913
985	0.01799011554
986	0.01797776095
987	0.01796797405
988	0.01796341557
989	0.01795349952
990	0.01794938064
991	0.01793847687
992	0.01792158978
993	0.01789713848
994	0.01789600698
995	0.01787822114
996	0.01787486967
997	0.01786017486
998	0.01785653137
999	0.01785592219
58
